year,month,day,hour,min,timezone,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,icon,fog,rain,snow,hail,thunder,tornado,metar
2015,1,1,14,47,America/Chicago,2,35.6,1,33.8,93,7.4,4.6,-9999,-9999,340,NNW,3.2,2,1023.2,30.22,-0.2,31.7,-9999,-9999,-9999,-9999,Light Drizzle,rain,0,0,0,0,0,0,METAR KADS 012047Z 34004KT 2SM -DZ BR OVC004 02/01 A3022
2015,1,1,15,47,America/Chicago,2,35.6,1,33.8,93,5.6,3.5,-9999,-9999,40,NE,3.2,2,1022.9,30.21,0.5,32.8,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 012147Z 04003KT 2SM BR OVC004 02/01 A3021
2015,1,1,16,47,America/Chicago,2,35.6,1,33.8,93,9.3,5.8,-9999,-9999,360,North,3.2,2,1023.2,30.22,-0.7,30.7,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 012247Z 36005KT 2SM BR OVC004 02/01 A3022
2015,1,1,20,51,America/Chicago,2,35.6,1,33.8,93,13,8.1,-9999,-9999,40,NE,11.3,7,1022.9,30.21,-1.5,29.2,-9999,-9999,-9999,-9999,Light Drizzle,rain,0,0,0,0,0,0,METAR KADS 020251Z 04007KT 7SM -DZ BKN006 OVC020 02/01 A3021
2015,1,1,21,15,America/Chicago,2.6,36.7,2.6,36.7,100,0,0,-9999,-9999,0,North,16.1,10,1023.9,30.24,-999,-999,-9999,-9999,-9999,-9999,Drizzle,rain,0,0,0,0,0,0,METAR KADS 020315Z AUTO 00000KT 10SM DZ SCT006 BKN021 OVC036 03/03 A3024 RMK AO2 T00260026
2015,1,1,22,15,America/Chicago,2.6,36.7,2.6,36.7,100,7.4,4.6,-9999,-9999,10,North,6.4,4,1023.9,30.24,0.5,32.9,-9999,-9999,0.3,0.01,Rain,rain,0,1,0,0,0,0,METAR KADS 020415Z AUTO 01004KT 4SM RA OVC006 03/03 A3024 RMK AO2 P0001 T00260026
2015,1,1,23,15,America/Chicago,2.7,36.9,2.7,36.9,100,7.4,4.6,-9999,-9999,30,NNE,16.1,10,1023.9,30.24,0.6,33.1,-9999,-9999,-9999,-9999,Light Rain,rain,0,1,0,0,0,0,METAR KADS 020515Z AUTO 03004KT 10SM -RA SCT006 OVC020 03/03 A3024 RMK AO2 T00270027
2015,1,2,0,15,America/Chicago,3.1,37.6,3.1,37.6,100,5.6,3.5,-9999,-9999,40,NE,16.1,10,1023.2,30.22,1.7,35.1,-9999,-9999,-9999,-9999,Light Rain,rain,0,1,0,0,0,0,METAR KADS 020615Z AUTO 04003KT 10SM -RA OVC019 03/03 A3022 RMK AO2 T00310031
2015,1,2,1,15,America/Chicago,3.3,37.9,3.3,37.9,100,5.6,3.5,-9999,-9999,40,NE,16.1,10,1022.6,30.2,2,35.5,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 020715Z AUTO 04003KT 10SM BKN005 OVC039 03/03 A3020 RMK AO2 T00330033
2015,1,2,2,15,America/Chicago,3.5,38.3,3.5,38.3,100,5.6,3.5,-9999,-9999,340,NNW,16.1,10,1023.6,30.23,2.2,35.9,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 020815Z AUTO 34003KT 10SM OVC005 04/04 A3023 RMK AO2 T00350035
2015,1,2,3,15,America/Chicago,3.1,37.6,3.1,37.6,100,9.3,5.8,-9999,-9999,360,North,8,5,1022.9,30.21,0.6,33.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 020915Z AUTO 36005KT 5SM BR OVC005 03/03 A3021 RMK AO2 T00310031
2015,1,2,4,15,America/Chicago,3.1,37.6,3.1,37.6,100,9.3,5.8,-9999,-9999,40,NE,11.3,7,1022.2,30.19,0.6,33.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 021015Z AUTO 04005KT 7SM OVC003 03/03 A3019 RMK AO2 T00310031
2015,1,2,5,47,America/Chicago,3,37.4,2,35.6,93,11.1,6.9,-9999,-9999,10,North,8,5,1021.6,30.17,0,32.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 021147Z 01006KT 5SM BR OVC005 03/02 A3017
2015,1,2,6,47,America/Chicago,3,37.4,2,35.6,93,11.1,6.9,-9999,-9999,50,NE,3.2,2,1021.9,30.18,0,32.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 021247Z 05006KT 2SM BR OVC005 03/02 A3018
2015,1,2,7,47,America/Chicago,3,37.4,2,35.6,93,11.1,6.9,-9999,-9999,340,NNW,3.2,2,1022.9,30.21,0,32.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 021347Z 34006KT 2SM BR OVC005 03/02 A3021
2015,1,2,8,47,America/Chicago,3,37.4,2,35.6,93,9.3,5.8,-9999,-9999,10,North,3.2,2,1022.9,30.21,0.5,32.8,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 021447Z 01005KT 2SM BR OVC005 03/02 A3021
2015,1,2,9,47,America/Chicago,4,39.2,2,35.6,87,9.3,5.8,-9999,-9999,30,NNE,4,2.5,1023.2,30.22,1.7,35,-9999,-9999,-9999,-9999,Light Rain,rain,0,1,0,0,0,0,METAR KADS 021547Z 03005KT 2 1/2SM -RA OVC005 04/02 A3022
2015,1,2,10,5,America/Chicago,4,39.2,3,37.4,93,11.1,6.9,-9999,-9999,360,North,6.4,4,1023.2,30.22,1.2,34.2,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,SPECI KADS 021605Z 36006KT 4SM BR OVC005 04/03 A3022
2015,1,2,11,47,America/Chicago,4,39.2,3,37.4,93,16.7,10.4,-9999,-9999,20,NNE,4.8,3,1021.2,30.16,0.3,32.5,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 021747Z 02009KT 3SM BR OVC007 04/03 A3016
2015,1,2,13,47,America/Chicago,7,44.6,3,37.4,76,13,8.1,-9999,-9999,20,NNE,11.3,7,1018.5,30.08,4.5,40.2,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 021947Z 02007KT 7SM OVC007 07/03 A3008
2015,1,2,14,47,America/Chicago,5,41,3,37.4,87,14.8,9.2,-9999,-9999,20,NNE,16.1,10,1017.5,30.05,1.8,35.2,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 022047Z 02008KT 10SM OVC005 05/03 A3005
2015,1,2,15,47,America/Chicago,5,41,3,37.4,87,11.1,6.9,-9999,-9999,20,NNE,4,2.5,1018.2,30.07,2.5,36.4,-9999,-9999,-9999,-9999,Light Rain,rain,0,1,0,0,0,0,METAR KADS 022147Z 02006KT 2 1/2SM -RA OVC005 05/03 A3007
2015,1,2,16,47,America/Chicago,5,41,3,37.4,87,13,8.1,-9999,-9999,360,North,4,2.5,1017.8,30.06,2.1,35.8,-9999,-9999,-9999,-9999,Light Rain,rain,0,1,0,0,0,0,METAR KADS 022247Z 36007KT 2 1/2SM -RA OVC005 05/03 A3006
2015,1,2,17,47,America/Chicago,5,41,3,37.4,87,13,8.1,-9999,-9999,10,North,4,2.5,1017.5,30.05,2.1,35.8,-9999,-9999,-9999,-9999,Drizzle,rain,0,0,0,0,0,0,METAR KADS 022347Z 01007KT 2 1/2SM DZ OVC005 05/03 A3005
2015,1,2,19,11,America/Chicago,5,41,4,39.2,93,9.3,5.8,-9999,-9999,20,NNE,4,2.5,1016.8,30.03,2.8,37.1,-9999,-9999,-9999,-9999,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,SPECI KADS 030111Z 02005KT 2 1/2SM TSRA OVC005 05/04 A3003 RMK LTGICCCCG SE TSB11
2015,1,2,20,47,America/Chicago,5,41,4,39.2,93,9.3,5.8,-9999,-9999,330,NNW,6.4,4,1016.1,30.01,2.8,37.1,-9999,-9999,-9999,-9999,Drizzle,rain,0,0,0,0,0,0,METAR KADS 030247Z 33005KT 4SM DZ OVC005 05/04 A3001 RMK LTG DSNT SE
2015,1,2,21,15,America/Chicago,5.1,41.2,5.1,41.2,100,5.6,3.5,-9999,-9999,20,NNE,8,5,1015.8,30,4,39.2,-9999,-9999,0.3,0.01,Rain,rain,0,1,0,0,0,0,METAR KADS 030315Z AUTO 02003KT 5SM RA OVC005 05/05 A3000 RMK AO2 LTG DSNT E SE AND W P0001 T00510051
2015,1,2,22,15,America/Chicago,5.2,41.4,5.2,41.4,100,7.4,4.6,-9999,-9999,330,NNW,4.8,3,1015.8,30,3.5,38.4,-9999,-9999,-9999,-9999,Light Rain,rain,0,1,0,0,0,0,METAR KADS 030415Z AUTO 33004KT 3SM -RA OVC005 05/05 A3000 RMK AO2 LTG DSNT SW THRU NE T00520052
2015,1,2,23,15,America/Chicago,5,41,5,41,100,9.3,5.8,-9999,-9999,320,NW,8,5,1015.8,30,2.8,37.1,-9999,-9999,0.3,0.01,Drizzle,rain,0,0,0,0,0,0,METAR KADS 030515Z AUTO 32005KT 5SM DZ OVC003 05/05 A3000 RMK AO2 LTG DSNT SW THRU NE P0001 T00500050
2015,1,3,0,15,America/Chicago,5,41,5,41,100,9.3,5.8,-9999,-9999,30,NNE,2.8,1.8,1013.4,29.93,2.8,37.1,-9999,-9999,2.8,0.11,Light Thunderstorms and Rain,tstorms,0,1,0,0,1,0,METAR KADS 030615Z AUTO 03005KT 1 3/4SM -TSRA OVC003 05/05 A2993 RMK AO2 LTG DSNT ALQS P0011 T00500050
2015,1,3,1,15,America/Chicago,5,41,5,41,100,7.4,4.6,-9999,-9999,310,NW,11.3,7,1014.4,29.96,3.3,38,-9999,-9999,0.8,0.03,Rain,rain,0,1,0,0,1,0,METAR KADS 030715Z AUTO 31004KT 7SM VCTSRA OVC005 05/05 A2996 RMK AO2 LTG DSNT ALQS P0003 T00500050
2015,1,3,2,15,America/Chicago,5,41,5,41,100,0,0,-9999,-9999,0,North,4.8,3,1013.8,29.94,-999,-999,-9999,-9999,1.5,0.06,Heavy Rain,rain,0,1,0,0,0,0,METAR KADS 030815Z AUTO 00000KT 3SM +RA BKN005 OVC027 05/05 A2994 RMK AO2 LTG DSNT ALQS P0006 T00500050
2015,1,3,3,15,America/Chicago,4.9,40.8,4.9,40.8,100,7.4,4.6,-9999,-9999,50,NE,16.1,10,1010.7,29.85,3.2,37.8,-9999,-9999,-9999,-9999,Scattered Clouds,partlycloudy,0,0,0,0,0,0,METAR KADS 030915Z AUTO 05004KT 10SM SCT003 SCT024 SCT120 05/05 A2985 RMK AO2 LTG DSNT E AND SE T00490049
2015,1,3,4,15,America/Chicago,5,41,5,41,100,5.6,3.5,-9999,-9999,240,WSW,16.1,10,1012.4,29.9,3.9,39,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 031015Z AUTO 24003KT 10SM OVC005 05/05 A2990 RMK AO2 LTG DSNT E T00500050
2015,1,3,9,47,America/Chicago,4,39.2,2,35.6,87,13,8.1,-9999,-9999,260,West,20.9,13,1015.5,29.99,0.9,33.6,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 031547Z 26007KT 13SM OVC010 04/02 A2999
2015,1,3,10,49,America/Chicago,5,41,2,35.6,81,9.3,5.8,-9999,-9999,230,SW,20.9,13,1015.5,29.99,2.8,37.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0,METAR KADS 031649Z 23005KT 13SM OVC011 05/02 A2999
2015,1,3,13,47,America/Chicago,8,46.4,4,39.2,76,11.1,6.9,-9999,-9999,240,WSW,24.1,15,1012.4,29.9,6.1,42.9,-9999,-9999,-9999,-9999,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,METAR KADS 031947Z 24006KT 15SM BKN018 08/04 A2990
2015,1,3,14,47,America/Chicago,10,50,3,37.4,62,13,8.1,-9999,-9999,220,SW,20.9,13,1011.7,29.88,-999,-999,-9999,-9999,-9999,-9999,Scattered Clouds,partlycloudy,0,0,0,0,0,0,METAR KADS 032047Z 22007KT 13SM SCT018 10/03 A2988
2015,1,3,15,48,America/Chicago,11,51.8,4,39.2,62,13,8.1,-9999,-9999,170,South,20.9,13,1011.7,29.88,-999,-999,-9999,-9999,-9999,-9999,Partly Cloudy,partlycloudy,0,0,0,0,0,0,METAR KADS 032148Z 17007KT 13SM FEW018 11/04 A2988
2015,1,3,16,47,America/Chicago,11,51.8,4,39.2,62,11.1,6.9,-9999,-9999,170,South,24.1,15,1012.1,29.89,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 032247Z 17006KT 15SM SKC 11/04 A2989
2015,1,3,17,47,America/Chicago,10,50,4,39.2,66,9.3,5.8,-9999,-9999,180,South,24.1,15,1012.8,29.91,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 032347Z 18005KT 15SM SKC 10/04 A2991
2015,1,3,18,47,America/Chicago,10,50,3,37.4,62,9.3,5.8,-9999,-9999,170,South,20.9,13,1013.8,29.94,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 040047Z 17005KT 13SM SKC 10/03 A2994
2015,1,3,19,47,America/Chicago,9,48.2,3,37.4,66,9.3,5.8,-9999,-9999,250,WSW,20.9,13,1015.1,29.98,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 040147Z 25005KT 13SM SKC 09/03 A2998
2015,1,3,20,47,America/Chicago,8,46.4,2,35.6,66,7.4,4.6,-9999,-9999,250,WSW,20.9,13,1015.8,30,6.8,44.3,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 040247Z 25004KT 13SM SKC 08/02 A3000
2015,1,3,21,15,America/Chicago,8.8,47.8,2,35.6,63,9.3,5.8,-9999,-9999,290,WNW,16.1,10,1016.8,30.03,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 040315Z AUTO 29005KT 10SM CLR 09/02 A3003 RMK AO2 T00880020
2015,1,3,22,15,America/Chicago,8.2,46.8,1.8,35.2,64,7.4,4.6,-9999,-9999,300,WNW,16.1,10,1017.8,30.06,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 040415Z AUTO 30004KT 10SM CLR 08/02 A3006 RMK AO2 T00820018
2015,1,3,23,15,America/Chicago,7.1,44.8,2.1,35.8,71,7.4,4.6,-9999,-9999,310,NW,16.1,10,1019.2,30.1,5.8,42.4,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 040515Z AUTO 31004KT 10SM CLR 07/02 A3010 RMK AO2 T00710021
2015,1,4,0,15,America/Chicago,6,42.8,1.5,34.7,73,9.3,5.8,-9999,-9999,300,WNW,16.1,10,1020.2,30.13,4,39.3,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 040615Z AUTO 30005KT 10SM CLR 06/02 A3013 RMK AO2 T00600015
2015,1,4,1,15,America/Chicago,5.1,41.2,1.1,34,76,13,8.1,-9999,-9999,310,NW,16.1,10,1021.2,30.16,2.2,36,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 040715Z AUTO 31007KT 10SM CLR 05/01 A3016 RMK AO2 T00510011
2015,1,4,2,15,America/Chicago,4.6,40.3,1.1,34,78,13,8.1,-9999,-9999,320,NW,16.1,10,1022.2,30.19,1.6,34.9,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 040815Z AUTO 32007KT 10SM CLR 05/01 A3019 RMK AO2 T00460011
2015,1,4,3,15,America/Chicago,4.6,40.3,1.1,34,78,20.4,12.7,-9999,-9999,330,NNW,16.1,10,1023.9,30.24,0.5,33,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 040915Z AUTO 33011KT 10SM CLR 05/01 A3024 RMK AO2 T00460011
2015,1,4,4,15,America/Chicago,4,39.2,1,33.8,81,24.1,15,-9999,-9999,330,NNW,16.1,10,1025.3,30.28,-0.6,30.8,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 041015Z AUTO 33013KT 10SM CLR 04/01 A3028 RMK AO2 T00400010
2015,1,4,5,47,America/Chicago,1,33.8,-3,26.6,75,29.6,18.4,50,31.1,320,NW,20.9,13,1027,30.33,-5.1,22.8,-9999,-9999,-9999,-9999,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,METAR KADS 041147Z 32016G27KT 13SM BKN025 01/M03 A3033
2015,1,4,6,47,America/Chicago,-2,28.4,-6,21.2,74,31.5,19.6,48.2,29.9,330,NNW,20.9,13,1029.7,30.41,-9.2,15.4,-9999,-9999,-9999,-9999,Scattered Clouds,partlycloudy,0,0,0,0,0,0,METAR KADS 041247Z 33017G26KT 13SM SCT025 M02/M06 A3041
2015,1,4,7,52,America/Chicago,-3,26.6,-8,17.6,69,31.5,19.6,44.4,27.6,320,NW,20.9,13,1031.7,30.47,-10.5,13.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 041352Z 32017G24KT 13SM SKC M03/M08 A3047
2015,1,4,8,47,America/Chicago,-3,26.6,-8,17.6,69,31.5,19.6,48.2,29.9,330,NNW,20.9,13,1033.1,30.51,-10.5,13.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 041447Z 33017G26KT 13SM SKC M03/M08 A3051
2015,1,4,9,47,America/Chicago,-2,28.4,-8,17.6,64,27.8,17.3,44.4,27.6,310,NW,24.1,15,1034.8,30.56,-8.8,16.2,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 041547Z 31015G24KT 15SM SKC M02/M08 A3056
2015,1,4,10,46,America/Chicago,-1,30.2,-9,15.8,55,22.2,13.8,37,23,320,NW,24.1,15,1035.4,30.58,-6.8,19.8,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 041646Z 32012G20KT 15SM SKC M01/M09 A3058
2015,1,4,11,47,America/Chicago,-1,30.2,-8,17.6,60,18.5,11.5,35.2,21.9,320,NW,24.1,15,1035.1,30.57,-6.2,20.8,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 041747Z 32010G19KT 15SM SKC M01/M08 A3057
2015,1,4,12,47,America/Chicago,1,33.8,-9,15.8,48,20.4,12.7,33.3,20.7,340,NNW,24.1,15,1034.4,30.55,-4,24.8,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 041847Z 34011G18KT 15SM SKC 01/M09 A3055
2015,1,4,13,47,America/Chicago,2,35.6,-9,15.8,44,20.4,12.7,29.6,18.4,320,NW,24.1,15,1034.4,30.55,-2.7,27.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 041947Z 32011G16KT 15SM SKC 02/M09 A3055
2015,1,4,14,47,America/Chicago,3,37.4,-9,15.8,41,14.8,9.2,27.8,17.3,310,NW,20.9,13,1034.8,30.56,-0.7,30.8,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 042047Z 31008G15KT 13SM SKC 03/M09 A3056
2015,1,4,15,47,America/Chicago,3,37.4,-9,15.8,41,16.7,10.4,-9999,-9999,310,NW,24.1,15,1035.1,30.57,-1,30.3,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 042147Z 31009KT 15SM SKC 03/M09 A3057
2015,1,4,16,47,America/Chicago,3,37.4,-8,17.6,45,7.4,4.6,-9999,-9999,290,WNW,20.9,13,1036.1,30.6,1,33.8,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 042247Z 29004KT 13SM SKC 03/M08 A3060
2015,1,4,17,47,America/Chicago,1,33.8,-8,17.6,52,11.1,6.9,-9999,-9999,340,NNW,20.9,13,1036.5,30.61,-2.4,27.7,-9999,-9999,-9999,-9999,Partly Cloudy,partlycloudy,0,0,0,0,0,0,METAR KADS 042347Z 34006KT 13SM FEW250 01/M08 A3061
2015,1,4,18,47,America/Chicago,1,33.8,-8,17.6,52,9.3,5.8,-9999,-9999,360,North,20.9,13,1037.1,30.63,-1.9,28.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 050047Z 36005KT 13SM SKC 01/M08 A3063
2015,1,4,19,50,America/Chicago,1,33.8,-8,17.6,52,9.3,5.8,-9999,-9999,360,North,20.9,13,1037.5,30.64,-1.9,28.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 050150Z 36005KT 13SM SKC 01/M08 A3064
2015,1,4,20,47,America/Chicago,0,32,-8,17.6,55,14.8,9.2,-9999,-9999,360,North,20.9,13,1037.8,30.65,-4.4,24.2,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 050247Z 36008KT 13SM SKC 00/M08 A3065
2015,1,4,21,15,America/Chicago,0.5,32.9,-6.5,20.3,60,11.1,6.9,-9999,-9999,360,North,16.1,10,1038.5,30.67,-3,26.7,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 050315Z AUTO 36006KT 10SM CLR 01/M06 A3067 RMK AO2 T00051065
2015,1,4,22,15,America/Chicago,0,32,-6.7,19.9,61,13,8.1,-9999,-9999,30,NNE,16.1,10,1038.5,30.67,-4,24.8,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 050415Z AUTO 03007KT 10SM CLR 00/M07 A3067 RMK AO2 T00001067
2015,1,4,23,15,America/Chicago,-0.2,31.6,-7.6,18.3,58,11.1,6.9,-9999,-9999,40,NE,16.1,10,1038.5,30.67,-3.8,25.1,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 050515Z AUTO 04006KT 10SM CLR 00/M08 A3067 RMK AO2 T10021076
2015,1,5,0,15,America/Chicago,-0.6,30.9,-8.5,16.7,56,7.4,4.6,-9999,-9999,40,NE,16.1,10,1039.2,30.69,-3.2,26.2,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 050615Z AUTO 04004KT 10SM CLR M01/M08 A3069 RMK AO2 T10061085
2015,1,5,1,15,America/Chicago,-1.2,29.8,-8.2,17.2,59,7.4,4.6,-9999,-9999,60,ENE,16.1,10,1039.5,30.7,-3.9,24.9,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 050715Z AUTO 06004KT 10SM CLR M01/M08 A3070 RMK AO2 T10121082
2015,1,5,2,15,America/Chicago,-1.5,29.3,-8.6,16.5,59,5.6,3.5,-9999,-9999,50,NE,16.1,10,1040.2,30.72,-3.5,25.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 050815Z AUTO 05003KT 10SM CLR M01/M09 A3072 RMK AO2 T10151086
2015,1,5,3,15,America/Chicago,-2,28.4,-8.5,16.7,62,5.6,3.5,-9999,-9999,40,NE,16.1,10,1039.8,30.71,-4.1,24.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 050915Z AUTO 04003KT 10SM CLR M02/M08 A3071 RMK AO2 T10201085
2015,1,5,4,15,America/Chicago,-2.3,27.9,-9,15.8,61,7.4,4.6,-9999,-9999,40,NE,16.1,10,1039.8,30.71,-5.2,22.6,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0,METAR KADS 051015Z AUTO 04004KT 10SM CLR M02/M09 A3071 RMK AO2 T10231090
